정책번호,정책제공방법코드,정책명,정책키워드명,정책설명내용,정책대분류명,정책중분류명,정책지원내용,주관기관코드명,운영기관코드명,신청기간구분코드,사업기간구분코드,사업기간시작일자,사업기간종료일자,사업기간기타내용,정책신청방법내용,심사방법내용,신청URL주소,제출서류내용,기타사항내용,참고URL주소1,참고URL주소2,지원도착순서여부,지원대상최소연령,지원대상최대연령,결혼상태코드,소득조건구분코드,소득기타내용,추가신청자격조건내용,참여제안대상내용,조회수,정책거주지역코드,정책전공요건코드,정책취업요건코드,정책학력요건코드,신청시작일자,신청종료일자,정책특화요건코드
20250515005400210829,현금지급,부산지역인재 장학금 및 취업장려금,"취업장려금,생활장학금,상경","부산지역 대학의 IT 및 상경 분야 대학생 3,4학년(전문대학 2학년) 대상으로 생활장학금, 취업장려금 지급 * 2025년 사업의 세부 일정은 5월 이후 공고 예정","일자리, 교육","취업,미래역량강화","○ 지원대상 : 부산지역 대학의 IT 및 상경 분야 대학생 3,4학년(전문대학 2학년)
○ 지원자격
    - 직전학기 12학점 이상 이수 및 성적 3.5이상(4.5만점 기준)
    - 한국장학재단 학자금 지원구간의 소득 9분위 이하인 자
○ 지원내용 
    - 생활장학금 (1인당 150만원)
    - 생활장학금 수혜자 중 졸업 후 지역기업에 입사하여 12개월 이상 취업을 유지하는 경우 취업장려금 추가 지급(1회 150만원)",부산광역시,,특정기간,특정기간,20250501,20251231,,,,https://young.busan.go.kr/index.nm?menuCd=164,,,,,N,18,39,제한없음,무관,,,,19,부산광역시,"상경계열, 이학계열, 공학계열",제한없음,대학 재학,20250501,20250630,지역인재
20250515005400210827,현금지급,부산청년 기쁨두배통장,"저축액,수령액,본인","부산시에 거주하는 일하는 청년이 매월 10만원을 24, 36개월을 저축하면, 본인 저축액과 동일한 금액을 부산시에서 지원
* 2025년 사업의 상세 추진 일정은 7월중 공고 예정",복지문화,취약계층 및 금융지원,"○ 부산시 거주 18세~39세 근로 중인 청년을 대상

○  청년 저축액 월 10만원 대비 1:1 매칭지원금 지급  및 온라인 금육교육 지원
   - 월 저축액(10만원) * 24개월 : 만기 수령액 480만원 + (본인 저축액 240만원+ 시 지원금 240만원) + 이자
   - 월 저축액(10만원) * 36개월 : 만기 수령액 720만원 + (본인 저축액 360만원+ 시 지원금 360만원) + 이자",부산광역시,,특정기간,특정기간,20250701,20251231,,,,https://young.busan.go.kr/index.nm?menuCd=53,,,,,N,18,39,제한없음,기타,기준중위소득 150%(2024년 기준) *2025년 상세 내용 7월 이후 공고 예정,,,124,부산광역시,제한없음,"재직자, 자영업자",제한없음,20250701,20250731,제한없음
20250515005400210822,교육,서울시 청년해외봉사단,"1개월,25,예정",청년들의 국제개발협력사업 참여기회 확대 및 봉사활동을 통한 글로벌 역량 강화 지원,참여권리,청년국제교류,"□ 국내교육 및 발대식 + 해외봉사(1개월) + 커뮤니티, 진로연계 등 후속지원프로그램(선택)
□ 왕복항공권, 생활비, 숙소, 예방접종, 해외여행자보험 및 긴급이후송서비스(SOS) 등
□ 프로그램 종료 시, 100시간(봉사활동) 인증 예정
* 자기부담금없음

□ 파견지역 : 라오스, 우즈베키스탄
□ 파견기간 : 해외 현지 파견 약 1개월
※ 25년 7월 중 출국 / 25.7.15.~25.8.12.예정
□ 주요활동 : 지역환경개선 및 취약계층 지원을 위한 노력봉사 활동 중점 수행
",서울특별시,,특정기간,기타,,,상시,서울시 청년몽땅정보통 온라인 신청,"□ 1차 전형
- 접수 : 2025. 5. 1. (목) ~ 5. 20.(화)
- 서류심사 : 2025. 5. 21.(수) ~ 5. 28.(수)
- 서류전형 합격 발표(2배수 내외) : 2025. 5. 29.(목)

□ 2차 전형
- 적합도검사 : 2025. 5. 30. (금) ~ 6. 1.(일)
- 2차 면접심사 : 2025. 6. 7.(토)
- 면접전형 합격 발표(1.5배수 내외) : 2025. 6. 13.(금)

□ 3차 전형
- 신체검사 : 2025. 6. 14. (토) ~ 6. 17.(화)
- 신체검사 재검사 : 2025. 6. 21. (토) ~ 6. 24.(화)
- 최종합격자(국내 교육 대상자) 발표 : 2025. 6. 30.(월)

□ 국내교육(교육 100% 수료 후 최종 파견 확정) : 2025. 7. 4.(금) ~ 7. 10.(목)

□ 현지출국 : 2025. 7. 15.(화)

※ 상기 일정은 파견기관 및 협력국의 사정에 따라 변경될 수 있으며, 변경 시에는 별도 공지
※ 전형별 합격자 발표는 청년몽땅정보통마이페이지, 공지사항)과 개별 문자로 안내",https://youth.seoul.go.kr/youthConts.do?key=2311120001&sc_detailAt=&pageIndex=1&orderBy=regYmd+desc&tabKind=200&sc_pbancSe=&sc_pbancSeCd=020&sc_bbsStngSn=2212200001&sc_bbsCtgrySn=2310200014&sc_pstSn=0&sc_userId=&sc_ntcPstYn=&sc_delYn=&sc_ctgry=&useYn=&sc_faqCtgryCd=001&sc_qnaCtgryCd=001&sc_plcyQnaSn=0&pstSn=&recordCountPerPage=10&nm=&mblTelno=,,"□ 문의처
  ○ 청년몽땅정보통 내 '서울시 청년해외봉사단' 사업 Q&A 게시판
  ○ 수행기간(사단법인 코익스) 사무실 문의
    ☏ 031-757-5121, 메일 : seoulyouth@koics.org
※ 문의시간 : 평일 10:00 ~ 17:00 / 점심시간(12~13시) 및 공휴일 휴무",https://news.seoul.go.kr/gov/archives/567007?listPage=1,,N,19,39,제한없음,무관,,"만 19세 이상 39세 이하의 서울시 거주 청년이라면 누구나 지원 가능
(모집공고일 기준 1985.5.2. ~ 2006.5.1. 사이의 출생자 / 사회배려청년 및 시정기여자 우대)
※ 의무복무 제대군인은 최대 3년까지 지원연령 확대(자세한 사항은 신청 화면 FAQ 참고)


①봉사 정신이 투철한 대한민국 국적의 만 19세 이상 39세 이하의 서울 거주 청년
②해외봉사활동을 수행하는 데 적합한 심신이 건강한 자
③ 국가공무원법 제 33조(결격사유)에 해당하지 아니한 자
④해외여행 결격 사유가 없는자[붙임2]
⑤협력국이 요청하는 자격 기준에 해당하는 자
⑥법령에 의한 여권 발급 거부 또는 제한 대상이 아닌 자(여권법 제 12조)
- 개인 일반 여권으로 파견 예정이며, 국내교육 대상자에 한해 상세 안내 예정
⑦남자의 경우, 군 복무를 필했거나 면제된 자
단, 군 미필자의 경우 병무청장이 허가하는 국외여행허가서 발급 가능자(서약서 제출)",,211,서울특별시,제한없음,제한없음,제한없음,20250501,20250520,제한없음
20250515005400210820,현금지급,부산 청년 디딤돌카드플러스,"부산,지급,30만원",부산 미취업 청년 사회진입 활동비 지원,일자리,취업,"○ 사회진입활동비 최대 180만원 지원(월 30만원 X 6개월)
○ 취·창업 활동에 필요한 직·간접 비용
- (취업성공금 지급) 첫 포인트 지급일로부터 5개월 이내 취·창업 시 30만원 1회 지원(조건부 지급, 동백전 지급 예정)
- (구직역량강화 프로그램) 맞춤형 구직역량 강화 프로그램 지원
○ 지원인원 : 1,000명",부산광역시,(재)부산경제진흥원,특정기간,특정기간,20250310,20251231,,,,,,,https://young.busan.go.kr/index.nm?menuCd=31,https://youthdidimdol.kr/,N,18,39,제한없음,기타,공고문 참조,,,153,부산광역시,제한없음,미취업자,제한없음,20250310,20250328,제한없음
20250514005400210818,시설제공,대전청년하우스,"000원,정기주차권,입주",청년근로자의 주거안정 및 주거복지 향상을 통한 지역정착 유도,주거,전월세 및 주거급여 지원,"옛 외국인유학생기숙사 누리관을 리모델링하여 대전소재 사업장에서 근무하는 청년 근로자 대상 기숙사 조성 및 운영

□ 위치 : 대전 유성구 엑스포로 97번길 103(도룡동)
□ 규모 : 지상 1층 ~ 10층, 연면적 7,043㎡, 1실 18.41㎡
□ 시설 : 공유라운지 등 공유공간 11개소
□ 입주기간 : 2년
※ 입주 기간 만기시 연장은 1년씩 최대 2회 가능 (입주 대기자가 없는 경우에 가능)
□ 입주부담금
  ○ 보증금 : 1,000,000원
  ○ 임대료 : 250,000원
  ○ 관리비 : 20,000원(인터넷 및 보안 등 이용료)
  ○ 공과금  : 별도(전기, 가스, 수도 등)
  ○ 정기주차권 : 10,000원 / 정기주차권은 주차 희망자에 한함. 입주민외 차량의 경우 정기주차권 발급불가
□ 배치가구 : 침대, 냉장고, 옷장, 책상, 의자, 신발장, 시스템에어컨, IP-TV, WIFI
※ 객실 난방방식은 천장형 에어컨 이용 방식임 (바닥에 별도 난방없음)",대전광역시,,상시,기타,,,상시,"□ 신청기간 : 상시(만실 시 입주대기)

□ 접수방법 ※ 접수 전 자세한 내용은 대전청년하우스 홈페이지 - 입주문의
  ○ 이메일접수 : youthhouse.d@gmail.com로 제출
  ※ 온라인으로 접수할 경우 스캔본으로 제출한 경우만 인정되며, 스마트폰 등으로 찍은 사진파일 제출 불가
  ○ 현장접수 : 대전 유성구 엑스포로97번길 103 (도룡동)
  ※ 대리접수는 현장접수만 가능(입주자, 대리자 도장 및 신분증 지참)",,https://daejeonyouthhouse.co.kr/,"□ 청년근로자
1.대전청년하우스 입주 신청서(개인) / 서식 1
2.재직증명서 1부
3. 근로계약서 1부
4. 평균임금 산정을 위한 증빙 1부 (공고일 기준 직전 3개월 간 급여명세서 등)
5. 4대보험 가입확인서 중 1부 (건강보험자격득실확인서 등)
6. (장애인실 희망 시) 장애정도를 확인할 수 있는 서류 1부(장애인증명서 등)
7. 개인(법인)정보 수집 등 동의서 / 서식 3
 ※ 2, 5, 6번 서류는 공고일 이후 서류로 제출
 ※ 프리랜서의 경우, 2번 서류는 용역계약서 또는 위(촉)탁 서류로, 4번 서류는 통장사본 
또는 은행에서 발급하는 통장거래내역서 등으로 대체 (별첨 3 참고)
 ※ 외국인 근로자일 경우 외국인등록증 사본 제출

□ 중소기업
1. 대전청년하우스 입주 신청서(기업) / 서식 2
2. 중소기업 확인서 사본 1부
3. 사업자등록증, 법인등기부등본 중 해당 사본 1부
4. 청년근로자 고용관련 증빙 1부 (4대보험 사업장 가입자 명부 또는 소득세 신고자료)
5. 매출관련 증빙 1식 (재무제표 또는 부가가치세 과세표준증명1))
6. 개인(법인)정보 수집 등 동의서 / 서식 3",□ 문의 : ☎ 042-863-2030,,,N,18,39,제한없음,무관,,"□ 신청자격 : 청년근로자 및 중소기업
  ❍ 청년근로자 : 「대전광역시 청년 기본조례」 제2조에 따른 청년으로서 대전광역시에 소재하는 사업장(본사, 지점 등 불문)에 근무하는 근로자*
                    * 특수고용직 및 프래랜서(이하 “프리랜서”) 포함
                    * 외국인 근로자일 경우 외국인등록증 필수
  ❍ 중소기업 : 「중소기업기본법」 제2조에 따른 중소기업 대표

 ※ 선정된 중소기업의 경우, 소속 근로자 중 공정한 기준에 따라 자체적으로 입주자 선발
",,317,전국,제한없음,재직자,제한없음,,,제한없음
20250513005400210810,기타,이력서 사진 무료촬영서비스,"이력서,서비스,사진을",청년들의 취업활동에 따른 구직비용 절감 및 경제적 부담완화를 위해 이력서 사진을 무료로 촬영해드리는 서비스 입니다.,일자리,취업,"1:1매칭 포토샵 사진촬영 서비스, 현장 사진인화 제공",청년정책과,,상시,특정기간,20250101,20251231,,광주청년통합플랫폼 회원가입 > 온라인 신청서 작성(증빙서류 제출) > 사진촬영(센터방문),,,"주민등록등본(최근 1달이내 발급)
신분증 사본
이력서 (자유서식)
","찰영장소 및 문의처
- 주소 : 광주 서구 상무중앙로 34 2층
- 운영시간 : 평일 10:00 ~ 20:30 / 토요일 10:00 ~ 17:30 (일요일, 공휴일 휴무)
- 점심시간 12:00~13:00
- 문의처 : 전화 : 062.372.5993 / FAX : 062.372.5996",https://youth.gwangju.go.kr/www/131?siteId=www&svc=suit&url=%2Fwww%2FsuitLend%2FmainView,,N,19,39,제한없음,무관,,"신청일 현재 주민등록상 광주광역시 거주 19세 이상 ~ 39세 이하 청년 구직자
 - 행정 상 타 지역 청년의 경우, 광주 소재 학교 재학생(졸업예정자) 이용가능(신청일 기준 1개월 이내 발급한 재학증명서 증빙 제출)",,34,광주광역시,제한없음,제한없음,제한없음,,,제한없음
20250509005400210803,상담,공공기관 맞춤형 취업지원사업,"공공기관,필수,교육","울산경남 지역 공공기관의 울산 청년 기업기회 확대를 위해 공공기관 취업을 준비하는 청년들의 맞춤형 교육 지원
",일자리,취업,"○ (필수) 공공기관 합격전략 설명회 : 채용프로세스 및 트렌드 분석, 합격전략 등
○ (필수) NCS 역량강화 교육 : 영역별 기초이론 및 실전문제풀이 등
○ (필수) 자소서 및 면접준비 교육 : 실전유형분석 및 사례, 준비전략 등
○ 공공기관 현직자 멘토링 : 취업성공사례 공유 및 공공기관별 직무안내 등",경제정책관,재단법인울산경제일자리진흥원,특정기간,특정기간,20250301,20251231,,□ 신청방법 : 이메일 접수(nrjeong@ubpi.or.kr),"2025. 5. 9.(금), 선정인원 개별 통보",,"고용보험 자격이력 내역서
주민등록등본
재학증명서 또는 졸업증명서",,https://www.ubpi.or.kr/sub/?mcode=0401080000&no=258,https://www.ubpi.or.kr/sub/?mcode=0403010000&no=3243,N,19,39,제한없음,무관,,"① 울산 거주 미취업 청년(19~39세)
② 울산 소재 대학 재학생 및 고교 졸업예정자
※ 선정 우선순위 : ① > ②",,3,울산광역시,제한없음,미취업자,제한없음,20250407,20250430,제한없음
20250509005400210801,현금지급,청년 자격증 응시료 지원사업,"자격증,응시료,2025","취업 및 이직을 위한 능동적 구직활동을 하는 청년들에게 자격증 응시가 확인 될 경우 응시료를 지원하여 구직활동 촉진 지원
",일자리,취업,"○ 기 간 : '25. 1. ~ 12.

○ 사업대상 : 2025. 1. 1. 이전부터 신청일까지 울산에 주민등록을 둔 19세 ~ 39세 미취업 · 미창업 청년
 
○ 주요내용 : 어학 및 자격증 시험 응시료 지원
- 지원범위 : 연1회 신청 가능, 10만원 한도 내 지원
- 응시일 : 2024. 12. 9. ~ 2025. 11. 30.
   * 예산 소진 시까지 

○ 추진방법 : 울산청년정책플랫폼상 신청 → 신청일 기준 주민등록지 구 · 군 접수 및 선정 · 지급

○ 수행기관 : 구 · 군",대학협력과,,특정기간,특정기간,20250101,20251231,,"울산청년정책플랫폼 누리집을 통한 온라인 신청만 가능, 방문·우편 제출 불가","□ 선정방법 : 신청순서 순
- 적정성 검토 후 보완 필요시 별도 요청
※ 보완 요청 시, 보완 완료 시점을 신청일로 인정
□ 지원금 지급
- 매월 1일 ~ 말일 신청 → 익월 15일 이내 지급
※ 단, 지급일이 휴일·공휴일인 경우, 다음 날에 지급하며, 구·군별 업무 추진일정에 따라 변동 가능
□ 지급방법 : 신청자(본인) 계좌 입금 ※ 타인 계좌 불가",https://www.ulsan.go.kr/s/ulsanyouth/contents.ulsan?mId=008001008000000000," - 홈페이지 신청화면에서 작성
① 청년 자격증 응시료 지원 신청서
② 개인정보 수집·이용·제공 동의 안내문
- 증빙자료 업로드(6종 필수. 주민번호 뒷자리 미표기)
① 주민등록표초본(변동일자 표기)
② 통장사본 : 신청자 본인 명의
③ 응시확인서 또는 성적표 : 응시 날짜 표기(점수 기재)
④ 결제 영수증 : 실제 본인이 부담한 비용을 증빙
⑤ 건강보험자격득실확인서
⑥ 사실증명(사업자등록사실여부)",,,,N,19,39,제한없음,무관,,□ 응시일부터 신청일까지 울산광역시에 주민등록된 미취업·미창업 청년 ※ 미취업·미창업 기준일 : 응시일 당일,"응시일 당일 건강보험 직장가입자·사업자 등록자
타 지방정부(지방자치단체)로부터 동일 목적으로 지원받은 사람
경찰청 주관 '자동차운전면허' · 해양경찰청 주관 '동력수상레저기구조정면허' 제외
울주군 청년 자기개발비 지원사업 대상자 제외",91,울산광역시,제한없음,미취업자,제한없음,20250207,20251130,제한없음
20250508005400210800,현금지급,청년정책 서포터즈 [광주 청년톡파원] 1기,"서포터즈,1기,청년정책",청년 정책 홍보 콘텐츠 제작 및 활동 지원을 위한 청년정책 서포터즈 <광주 청년톡파원> 운영,참여권리,청년참여," 1) 전문성 향상을 위한 교육 제공 
 2) 소정의 활동비 지급 : 블로그(글/사진) 60,000원/건 (월 최대 2회), 유튜브(영상) 130,000원/건 (월 최대 1회)
 3) 활동을 위한 명함 발급
 4) 광주청년센터 청년정책 서포터즈 1기 수료증 발급 ",청년정책과,,특정기간,특정기간,20250501,20251231,,광주청년통합플랫폼(https://youth.gwangju.go.kr/) 온라인 접수,"❍ 선발
- 1차(서류) 심사
∙ 일자 : 2025. 5. 22.(목)
* 서류합격자 개별 연락 예정

- 2차(면접) 심사
∙ 일자 / 장소 : 2025. 5. 27.(화) / 광주청년센터 3층 공유홀

- 최종 선정자 발표 : 2025. 5. 27.(화) / 광주청년센터 홈페이지 공고",https://youth.gwangju.go.kr/,,"❍ 발대식
- 일정 / 장소 : 2025. 5. 29.(목) / 광주청년센터 3층 공유홀
- 내용 : 위촉장 수여, 활동지침 안내, 청년정책에 대한 안내 등

❍ 역량 강화교육
- 일정 / 장소 : 1차(6월), 2차(8월) / 광주청년센터 3층 공유홀
- 내용 : 콘텐츠 제작에 필요한 역량 강화 교육 등

* 상기 일정은 내부사정 등에 따라 변경 될 수 있습니다.",https://youth.gwangju.go.kr/,,N,19,39,제한없음,무관,,"정책홍보콘텐츠 제작 역량이 있는 광주 청년

[활동내용]
 1) 광주청년정책 콘텐츠 제작
 2) 광주광역시 청년정책 수행기관 방문 및 프로그램 홍보
 3) 청년 관련 행사 취재 및 홍보
 4) 광주청년센터 SNS 모니터링
 5) 청년정책 및 청년 활동 개선에 대한 의견 청취
 6) 기타 청년정책을 지지하고 응원하는 활동 참여",,52,광주광역시,제한없음,제한없음,제한없음,20250508,20250521,제한없음
20250508005400210798,기타,면접정장 무료대여,"대여품목,선택,기본",청년들의 취업활동에 따른 구직비용 절감 및 경제적 부담완화를 위해 무료로 면접 정장을 대여하는 서비스 입니다.,일자리,취업,"면접정장대여 무료 서비스[대여기간 3박 4일(공휴일 미포함)]

(남성 대여품목)
- 기본 : 정장상의(자켓), 정장하의(바지), 셔츠, 넥타이
- 선택 : 벨트, 구두

(여성 대여품목)
- 기본 : 정장자켓, 정장치마·정장바지(택1), 블라우스
- 선택 : 구두

※ 보유한 품목 및 수량 내에서 선착순으로 대여함",청년정책과,,상시,특정기간,20250101,20251231,,광주청년통합플랫폼(https://youth.gwangju.go.kr) 회원가입 → 온라인 신청서 작성(증빙서류 제출) → 정장대여(센터방문) → 정장반납(센터방문),,https://www.todaktodakjob.com/bbs/content.php?co_id=narae_interview,"1. 신청서
2. 개인정보제공 동의서
3. 손해배상책임 청구지급 동의서
4. 주민등록등본(최근 1달이내 발급)
5. 신분증 사본
6. 면접증빙서류","광주청년센터 토닥토닥 3센터 : 062-372-5993

- 행정 상 타 지역 청년의 경우, 광주 소재 학교 재학생(졸업예정자) 이용가능(재학증명서 등 증빙 제출)
- 행정 상 타 지역 동일 연령대 청소년의 경우, 비학생 청소년증 소지자 이용가능

- 취업목적에 한함. 기업·기관 등의 채용면접 아닌 경우(학군단, 모의면접, 대학원 진학면접, 자격증 시험, 기업 장학생 선발 등)제외

- 면접 정장 무료대여 서비스 운영시간
* 평일 10:00 ~ 20:30 / 토요일 10:00 ~ 17:30 (일요일, 공휴일 휴무)(※ 점심시간 12:00~13:00, 원활한 서비스를 위해 정장 대여·반납시, 마감시간 1시간 전까지 방문)",https://youth.gwangju.go.kr,,N,19,39,제한없음,무관,,"신청일 현재 주민등록상 광주광역시 거주 19세 이상 ~ 39세 이하 청년 구직자
(※ 1986.1.1 ~ 2006.12.31 출생자)","추가규정
행정 상 타 지역 청년의 경우, 광주 소재 학교 재학생(졸업예정자) 이용가능(신청일 기준 1개월 이내 발급한 재학증명서 증빙 제출)
취업목적에 한함. 기업·기관 등의 채용면접 아닌 경우(학군단, 모의면접, 대학원 진학면접, 자격증 시험, 기업 장학생 선발 등)제외",19,광주광역시,제한없음,제한없음,제한없음,,,제한없음
